stage,drug,target
early,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
early,idarubicin,TOP2A
early,penfluridol,DRD1|DRD2|CACNA1G
early,penfluridol,DRD1|DRD2|CACNA1G
early,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
early,everolimus,MTOR|CYP3A5|FKBP1A
early,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
early,nilotinib,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
early,meisoindigo,STAT3
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
early,methylene-blue,ACHE|MAPT
early,sunitinib,PDGFRB|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|RET
early,mozavaptan,AVPR2|AVPR1A|AVPR1B
early,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
early,irinotecan,TOP1|CYP3A5|TOP1MT
early,teniposide,TOP2A|CYP3A5|TOP2B
early,lonafarnib,FNTA|HRAS|KRAS|NRAS
early,withaferin-a,IKBKB|NAMPT
early,bisbenzimide,TOP1
early,taselisib,PIK3CA|PIK3CB|PIK3CD|PIK3CG
early,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
early,ryuvidine,CDK4|CDK2
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,importazole,KPNB1
early,cerivastatin,HMGCR
early,withaferin-a,IKBKB|NAMPT
early,perhexiline,CPT1A|CPT2
early,ryuvidine,CDK4|CDK2
early,afatinib,EGFR|ERBB2|ERBB4
early,carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A
early,tandutinib,FLT3|KIT|PDGFRA|PDGFRB|CSF1R|PDGFD
early,pinaverium,CACNA1C
early,daunorubicin,TOP2A|TOP2B
early,alosetron,HTR3A
early,nimesulide,PTGS2|LTF|PLA2G2E|PTGS1
early,theophylline,ADORA1|PDE3A|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|CHIA|CYP2E1|CYP3A4|PDE5A
early,sildenafil,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
early,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
early,bumetanide,SLC12A1|SLC12A2|CFTR|GPR35|SLC12A4|SLC12A5
early,brompheniramine,HRH1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
early,axitinib,KDR|FLT1|FLT4|CYP2C19|CYP3A5|KIT|PDGFRB|CSF1|PLK4
early,fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7
early,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
early,doxifluridine,TYMS
early,cilomilast,PDE4A|PDE4B|PDE4D|IL12A|IL12B|IL1B|PDE4C|TNF
early,amperozide,HTR2A|DRD2|FAAH
early,valdecoxib,PTGS2|CYP2C19|CA12
early,topotecan,TOP1|TOP1MT
early,oxalomalic-acid,ACO1|IDH1
early,edaravone,BCL2
early,piceatannol,PTGS2|SIRT1|SYK|TYR|ATP5A1|ATP5B|ATP5C1|IRF3
early,topotecan,TOP1|TOP1MT
early,amoxapine,SLC6A2|SLC6A4|HTR2A|DRD1|DRD2|DRD3|DRD4|HTR6|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH4|HTR1A|HTR1B|HTR2B|HTR2C|HTR3A|HTR7|SLC6A3
early,ambroxol,GBA|CYP3A4
early,thiostrepton,FOXM1
early,decitabine,DNMT1|DNMT3A
early,nutlin-3,MDM2|TP53
early,withaferin-a,IKBKB|NAMPT
early,brequinar,DHODH
early,caffeine,ADORA1|ADORA2A|ADORA2B|ATM|ITPR1|RYR1|ATR|ADORA3|ITPR2|ITPR3|PDE10A|PDE11A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|PIK3CA|PIK3CB|PIK3CD|PRKDC|RYR2|RYR3
early,albendazole,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B
early,methylnaltrexone,OPRM1|OPRK1|OPRD1
early,thalidomide,TNF|CRBN|CYP1A2|CYP2B6|CYP2C19|CYP3A5|FGFR2|NFKB1|ORM1|ORM2|PTGS2
early,rilpivirine,CYP2C19|CYP3A5|NR1I2|SCN10A
early,levcromakalim,KCNJ8
early,metoclopramide,DRD2|HTR4|HTR3A|CHRM1|HTR3B
early,hydroxyurea,RRM1|RRM2|RRM2B
early,fenoterol,ADRB2|ADRB1|ADRB3
early,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
early,canertinib,EGFR|ERBB2|ERBB4|AKT1
early,estriol,ESR1|ESR2
early,tolmetin,PTGS2|PTGS1
early,pirinixic-acid,PPARA
early,bisbenzimide,TOP1
early,linezolid,MAOA|MAOB
early,losmapimod,MAPK14
early,talinolol,ADRB1
early,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
early,bisbenzimide,TOP1
early,flutamide,AR|CYP2C19|AHR
early,baricitinib,JAK1|JAK2
early,isradipine,CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA1H|CACNA2D2|CACNB2
early,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
early,triprolidine,HRH1
early,saracatinib,SRC|ABL1|LCK|YES1
early,fexofenadine,HRH1
early,carbachol,CHRM1|CHRM2|CHRNA2|CHRM3|CHRM4|CHRM5
early,carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A
early,afatinib,EGFR|ERBB2|ERBB4
early,taxifolin,APOB|APP|HMGCR|ADIPOR2
early,selumetinib,MAP2K1|MAP2K2
early,imatinib,ABL1|KIT|PDGFRA|BCR|CSF1R|PDGFRB|ABCG2|CYP2C19|CYP2C8|CYP3A5|DDR1|NTRK1|RET
early,ryuvidine,CDK4|CDK2
early,quizartinib,FLT3|CSF1R|KIT|RET|PDGFRA|PDGFRB
early,nevirapine,CYP2B6|CYP3A4|CYP2C19|CYP1A2|CYP2A6|CYP2C9|CYP2D6|CYP3A5
early,pirfenidone,TNF|MAPK14|TNFRSF1A|FURIN
early,afatinib,EGFR|ERBB2|ERBB4
early,sildenafil,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
early,luzindole,MTNR1B|MTNR1A
early,vatalanib,FLT1|FLT4|KDR|KIT|PDGFRB|CYP19A1|PDGFRA|EGFR
early,azacitidine,DNMT1|DNMT3A
early,devazepide,CCKAR
early,mepazine,MALT1
early,paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
early,genz-644282,TOP1
early,adarotene,RARG|RARA|RARB
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,saquinavir,CYP3A5|CYP3A4
early,ilomastat,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
early,topotecan,TOP1|TOP1MT
early,tizanidine,CYP1A2|ADRA2A|ADRA2B|ADRA2C|NISCH
early,aspirin,PTGS1|PTGS2|TP53|AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|RPS6KA3
early,palmitoylethanolamide,CNR2|GPR119|GPR55
early,thapsigargin,ATP2A1
early,paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
early,danusertib,AURKA|AURKB|AURKC|FGFR1|NTRK1|RET|BCR|SLK
early,camptothecin,TOP1|HIF1A
early,valdecoxib,PTGS2|CYP2C19|CA12
early,importazole,KPNB1
early,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
early,dolastatin-10,TUBB
early,tiludronate,ATP6V1A|MMP2|PTPN1
early,oxyphenonium,CHRM1
early,amlexanox,FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
early,metolazone,SLC12A3|CA2|CA7
early,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
early,propofol,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CYP2B6|TRPV1|FAAH|SCN2A|SCN4A
early,sirolimus,MTOR|FKBP1A|CCR5|FGF2
early,donepezil,ACHE|HTR2A
early,potassium-canrenoate,NR3C2
early,lofexidine,ADRA2A
early,vicriviroc,CCR5
early,temazepam,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRR1|GABRR2|GABRR3|TSPO
early,alosetron,HTR3A
early,alisertib,AURKA
early,brequinar,DHODH
early,memantine,GRIN1|CYP2E1|CHRFAM7A|DRD2|GRIN2A|GRIN2B|GRIN3A|HTR3A
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
early,rizatriptan,HTR1D|HTR1B|HTR1F|HTR1A|HTR1E
early,hypoestoxide,IKBKB|IL1B|TNF|IL6
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,oligomycin-a,ATP5A1
early,furosemide,SLC12A1|SLC12A2|CA2|GPR35
early,luzindole,MTNR1B|MTNR1A
early,azithromycin,MLNR
early,lapatinib,EGFR|ERBB2|CYP3A5
early,drospirenone,NR3C2|PGR|AR
early,importazole,KPNB1
early,sertindole,DRD2|HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR6|KCNH2
early,oxypurinol,XDH
early,methylene-blue,ACHE|MAPT
early,mitoxantrone,TOP2A|PIM1
early,camptothecin,TOP1|HIF1A
early,bisbenzimide,TOP1
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,bisoprolol,ADRB1|ADRB2
early,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,melperone,DRD2|HTR1A|HTR2A
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,diazoxide,KCNJ11|ATP1A1|CA1|CA2|KCNJ8|KCNMA1|SLC12A3
early,importazole,KPNB1
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,gefitinib,EGFR|CYP2C19
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,methylene-blue,ACHE|MAPT
early,azelastine,HRH1|CYP2C19
early,skatole,CYP2F1
early,afatinib,EGFR|ERBB2|ERBB4
early,imatinib,ABL1|KIT|PDGFRA|BCR|CSF1R|PDGFRB|ABCG2|CYP2C19|CYP2C8|CYP3A5|DDR1|NTRK1|RET
early,quizartinib,FLT3|CSF1R|KIT|RET|PDGFRA|PDGFRB
early,thapsigargin,ATP2A1
early,carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A
early,taxifolin,APOB|APP|HMGCR|ADIPOR2
early,hydroxyurea,RRM1|RRM2|RRM2B
early,amperozide,HTR2A|DRD2|FAAH
early,topotecan,TOP1|TOP1MT
early,carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A
early,adarotene,RARG|RARA|RARB
early,axitinib,KDR|FLT1|FLT4|CYP2C19|CYP3A5|KIT|PDGFRB|CSF1|PLK4
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,topotecan,TOP1|TOP1MT
early,mepazine,MALT1
early,valdecoxib,PTGS2|CYP2C19|CA12
early,piceatannol,PTGS2|SIRT1|SYK|TYR|ATP5A1|ATP5B|ATP5C1|IRF3
early,sildenafil,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
early,rizatriptan,HTR1D|HTR1B|HTR1F|HTR1A|HTR1E
early,isradipine,CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA1H|CACNA2D2|CACNB2
early,alosetron,HTR3A
early,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,bisbenzimide,TOP1
early,daunorubicin,TOP2A|TOP2B
early,caffeine,ADORA1|ADORA2A|ADORA2B|ATM|ITPR1|RYR1|ATR|ADORA3|ITPR2|ITPR3|PDE10A|PDE11A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|PIK3CA|PIK3CB|PIK3CD|PRKDC|RYR2|RYR3
early,donepezil,ACHE|HTR2A
early,baricitinib,JAK1|JAK2
early,selumetinib,MAP2K1|MAP2K2
early,methylene-blue,ACHE|MAPT
early,canertinib,EGFR|ERBB2|ERBB4|AKT1
early,thiostrepton,FOXM1
early,afatinib,EGFR|ERBB2|ERBB4
early,gefitinib,EGFR|CYP2C19
early,lapatinib,EGFR|ERBB2|CYP3A5
early,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
early,sirolimus,MTOR|FKBP1A|CCR5|FGF2
early,withaferin-a,IKBKB|NAMPT
early,lofexidine,ADRA2A
early,bisbenzimide,TOP1
early,bumetanide,SLC12A1|SLC12A2|CFTR|GPR35|SLC12A4|SLC12A5
early,oxalomalic-acid,ACO1|IDH1
early,alisertib,AURKA
early,amoxapine,SLC6A2|SLC6A4|HTR2A|DRD1|DRD2|DRD3|DRD4|HTR6|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH4|HTR1A|HTR1B|HTR2B|HTR2C|HTR3A|HTR7|SLC6A3
early,ambroxol,GBA|CYP3A4
early,pirfenidone,TNF|MAPK14|TNFRSF1A|FURIN
early,pinaverium,CACNA1C
early,oligomycin-a,ATP5A1
early,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
early,devazepide,CCKAR
early,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
early,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
early,hypoestoxide,IKBKB|IL1B|TNF|IL6
early,nimesulide,PTGS2|LTF|PLA2G2E|PTGS1
early,edaravone,BCL2
early,drospirenone,NR3C2|PGR|AR
early,nutlin-3,MDM2|TP53
early,metoclopramide,DRD2|HTR4|HTR3A|CHRM1|HTR3B
early,fenoterol,ADRB2|ADRB1|ADRB3
early,fexofenadine,HRH1
early,cilomilast,PDE4A|PDE4B|PDE4D|IL12A|IL12B|IL1B|PDE4C|TNF
early,rilpivirine,CYP2C19|CYP3A5|NR1I2|SCN10A
early,azithromycin,MLNR
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,pirinixic-acid,PPARA
early,tandutinib,FLT3|KIT|PDGFRA|PDGFRB|CSF1R|PDGFD
early,brequinar,DHODH
early,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
early,doxifluridine,TYMS
early,losmapimod,MAPK14
early,triprolidine,HRH1
early,tolmetin,PTGS2|PTGS1
early,ryuvidine,CDK4|CDK2
early,fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7
early,importazole,KPNB1
early,vatalanib,FLT1|FLT4|KDR|KIT|PDGFRB|CYP19A1|PDGFRA|EGFR
early,oxyphenonium,CHRM1
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,amlexanox,FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
early,linezolid,MAOA|MAOB
early,aspirin,PTGS1|PTGS2|TP53|AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|RPS6KA3
early,decitabine,DNMT1|DNMT3A
early,sildenafil,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
early,luzindole,MTNR1B|MTNR1A
early,camptothecin,TOP1|HIF1A
early,bisbenzimide,TOP1
early,saquinavir,CYP3A5|CYP3A4
early,afatinib,EGFR|ERBB2|ERBB4
early,azacitidine,DNMT1|DNMT3A
early,estriol,ESR1|ESR2
early,brompheniramine,HRH1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
early,saracatinib,SRC|ABL1|LCK|YES1
early,methylnaltrexone,OPRM1|OPRK1|OPRD1
early,tiludronate,ATP6V1A|MMP2|PTPN1
early,thalidomide,TNF|CRBN|CYP1A2|CYP2B6|CYP2C19|CYP3A5|FGFR2|NFKB1|ORM1|ORM2|PTGS2
early,talinolol,ADRB1
early,importazole,KPNB1
early,carbachol,CHRM1|CHRM2|CHRNA2|CHRM3|CHRM4|CHRM5
early,levcromakalim,KCNJ8
early,metolazone,SLC12A3|CA2|CA7
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,propofol,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CYP2B6|TRPV1|FAAH|SCN2A|SCN4A
early,albendazole,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B
early,valdecoxib,PTGS2|CYP2C19|CA12
early,danusertib,AURKA|AURKB|AURKC|FGFR1|NTRK1|RET|BCR|SLK
early,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
early,alosetron,HTR3A
early,luzindole,MTNR1B|MTNR1A
early,vicriviroc,CCR5
early,melperone,DRD2|HTR1A|HTR2A
early,tizanidine,CYP1A2|ADRA2A|ADRA2B|ADRA2C|NISCH
early,theophylline,ADORA1|PDE3A|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|CHIA|CYP2E1|CYP3A4|PDE5A
early,flutamide,AR|CYP2C19|AHR
early,palmitoylethanolamide,CNR2|GPR119|GPR55
early,importazole,KPNB1
early,camptothecin,TOP1|HIF1A
early,diazoxide,KCNJ11|ATP1A1|CA1|CA2|KCNJ8|KCNMA1|SLC12A3
early,paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
early,nevirapine,CYP2B6|CYP3A4|CYP2C19|CYP1A2|CYP2A6|CYP2C9|CYP2D6|CYP3A5
early,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
early,genz-644282,TOP1
early,topotecan,TOP1|TOP1MT
early,sertindole,DRD2|HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR6|KCNH2
early,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
early,temazepam,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRR1|GABRR2|GABRR3|TSPO
early,ilomastat,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
early,azelastine,HRH1|CYP2C19
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,furosemide,SLC12A1|SLC12A2|CA2|GPR35
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,methylene-blue,ACHE|MAPT
early,brequinar,DHODH
early,skatole,CYP2F1
early,paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
early,bisoprolol,ADRB1|ADRB2
early,memantine,GRIN1|CYP2E1|CHRFAM7A|DRD2|GRIN2A|GRIN2B|GRIN3A|HTR3A
early,mitoxantrone,TOP2A|PIM1
early,potassium-canrenoate,NR3C2
early,dolastatin-10,TUBB
early,oxypurinol,XDH
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,sildenafil,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
early,taxifolin,APOB|APP|HMGCR|ADIPOR2
early,quizartinib,FLT3|CSF1R|KIT|RET|PDGFRA|PDGFRB
early,linezolid,MAOA|MAOB
early,doxifluridine,TYMS
early,imatinib,ABL1|KIT|PDGFRA|BCR|CSF1R|PDGFRB|ABCG2|CYP2C19|CYP2C8|CYP3A5|DDR1|NTRK1|RET
early,tiludronate,ATP6V1A|MMP2|PTPN1
early,rilpivirine,CYP2C19|CYP3A5|NR1I2|SCN10A
early,sildenafil,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
early,alosetron,HTR3A
early,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
early,decitabine,DNMT1|DNMT3A
early,fenoterol,ADRB2|ADRB1|ADRB3
early,thapsigargin,ATP2A1
early,pirfenidone,TNF|MAPK14|TNFRSF1A|FURIN
early,amoxapine,SLC6A2|SLC6A4|HTR2A|DRD1|DRD2|DRD3|DRD4|HTR6|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH4|HTR1A|HTR1B|HTR2B|HTR2C|HTR3A|HTR7|SLC6A3
early,donepezil,ACHE|HTR2A
early,ambroxol,GBA|CYP3A4
early,bumetanide,SLC12A1|SLC12A2|CFTR|GPR35|SLC12A4|SLC12A5
early,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
early,amperozide,HTR2A|DRD2|FAAH
early,devazepide,CCKAR
early,saracatinib,SRC|ABL1|LCK|YES1
early,drospirenone,NR3C2|PGR|AR
early,methylene-blue,ACHE|MAPT
early,mepazine,MALT1
early,vatalanib,FLT1|FLT4|KDR|KIT|PDGFRB|CYP19A1|PDGFRA|EGFR
early,valdecoxib,PTGS2|CYP2C19|CA12
early,carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A
early,adarotene,RARG|RARA|RARB
early,albendazole,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B
early,axitinib,KDR|FLT1|FLT4|CYP2C19|CYP3A5|KIT|PDGFRB|CSF1|PLK4
early,bisbenzimide,TOP1
early,triprolidine,HRH1
early,nimesulide,PTGS2|LTF|PLA2G2E|PTGS1
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,saquinavir,CYP3A5|CYP3A4
early,tandutinib,FLT3|KIT|PDGFRA|PDGFRB|CSF1R|PDGFD
early,paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
early,metoclopramide,DRD2|HTR4|HTR3A|CHRM1|HTR3B
early,thiostrepton,FOXM1
early,topotecan,TOP1|TOP1MT
early,sirolimus,MTOR|FKBP1A|CCR5|FGF2
early,melperone,DRD2|HTR1A|HTR2A
early,hydroxyurea,RRM1|RRM2|RRM2B
early,methylnaltrexone,OPRM1|OPRK1|OPRD1
early,fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7
early,withaferin-a,IKBKB|NAMPT
early,baricitinib,JAK1|JAK2
early,lapatinib,EGFR|ERBB2|CYP3A5
