stage,drug,target
first,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
first,idarubicin,TOP2A
first,lomerizine,ABCB1|CACNA1B|SCN5A
first,hydrocortisone-acetate,NR3C1|NR3C2
first,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
first,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
first,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
first,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
first,withaferin-a,IKBKB|NAMPT
first,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
first,curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
first,triptolide,CYP2C19|RELA
first,semagacestat,PSEN1
first,triamterene,SCNN1A|SCNN1B|SCNN1G|SCNN1D
first,digitoxigenin,ATP1A1
first,cinobufagin,ATP1A1
first,skatole,CYP2F1
first,voxtalisib,MTOR|PIK3CA
first,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
first,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
first,arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4
first,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
first,cyclopamine,SMO
first,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
first,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
first,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
first,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
first,cyclopamine,SMO
first,purmorphamine,SMO|DHH|IHH|PTCH1
first,bisbenzimide,TOP1
first,digitoxin,ATP1A1
first,tocainide,SCN5A
first,calcipotriol,VDR
first,gemcitabine,RRM1|CMPK1|RRM2|TYMS
first,cytosporone-b,NR4A1
first,mesoridazine,DRD2|HTR2A
first,cerulenin,FASN
first,sonidegib,SMO
first,importazole,KPNB1
first,pyrvinium-pamoate,AR
first,emetine,RPS2
first,azithromycin,MLNR
first,fluoxetine,SLC6A4|CYP2C19|ANO1|HTR2B
first,olopatadine,HRH1|S100A1|S100A12|S100A13|S100A2|S100B
first,cerivastatin,HMGCR
first,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
first,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
first,nimodipine,CACNA1C|NR3C2|CACNA1D|CACNA1F|CACNA1S|AHR|CACNB1|CACNB2|CACNB3|CACNB4|CFTR
first,proscillaridin,ATP1A1
first,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
first,levonorgestrel,PGR|CYP2E1|AR|ESR1|SRD5A1
first,flupentixol,DRD2|DRD1|ADRA1A|CHRM1|DRD3|DRD5|HTR2A
first,dephostatin,PTPN1|PTPN6
first,lylamine,CNR1
first,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
first,pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2
first,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
first,strophanthidin,ATP1A1
first,bufalin,ATP1A1
first,everolimus,MTOR|CYP3A5|FKBP1A
first,erlotinib,EGFR|NR1I2
first,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
first,olaparib,PARP1|PARP2|PARP3
first,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
first,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
first,tacedinaline,HDAC1
first,lonafarnib,FNTA|HRAS|KRAS|NRAS
first,sonidegib,SMO
first,dexketoprofen,PTGS2|PTGS1
first,kifunensine,MAN1B1|MAN2A1
first,dinoprostone,PTGER2|PTGER1|PTGER3|PTGER4|CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGDR2|PTGFR|TBXA2R
first,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
first,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
first,daunorubicin,TOP2A|TOP2B
first,mozavaptan,AVPR2|AVPR1A|AVPR1B
first,dapivirine,CYP3A5|CYP2B6|CYP2C19|CYP2C8|CYP3A4
first,glipizide,ABCC8|KCNJ11|KCNJ10|PPARG
first,altrenogest,PGR
first,ibrutinib,BTK|BLK|BMX
first,genz-644282,TOP1
first,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
first,telcagepant,CALCRL|RAMP1|CALCA
first,torin-1,MTOR|PIK3CA
first,fingolimod,S1PR1|S1PR5|S1PR3|S1PR4|CYP2E1|CYP4F2|SPHK1
first,mepivacaine,SCN9A|SCN10A
first,dantrolene,RYR1|RYR3
first,tolmetin,PTGS2|PTGS1
first,vanoxerine,SLC6A3|MAOA|MAOB
first,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
first,ibutamoren,GH1|GHR|GHSR
first,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
first,methylene-blue,ACHE|MAPT
first,clopidogrel,P2RY12|CYP2B6|CYP2C19|CYP3A5
first,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
first,azilsartan-medoxomil,AGTR2|INS|AGTR1
first,navitoclax,BCL2|BCL2L1|BCL2L2
first,fluticasone,NR3C1|PGR
first,cerulenin,FASN
first,lerisetron,HTR3A
first,azithromycin,MLNR
first,navitoclax,BCL2|BCL2L1|BCL2L2
first,cerulenin,FASN
first,erlotinib,EGFR|NR1I2
first,nimodipine,CACNA1C|NR3C2|CACNA1D|CACNA1F|CACNA1S|AHR|CACNB1|CACNB2|CACNB3|CACNB4|CFTR
first,triamterene,SCNN1A|SCNN1B|SCNN1G|SCNN1D
first,glipizide,ABCC8|KCNJ11|KCNJ10|PPARG
first,cytosporone-b,NR4A1
first,mesoridazine,DRD2|HTR2A
first,emetine,RPS2
first,olopatadine,HRH1|S100A1|S100A12|S100A13|S100A2|S100B
first,levonorgestrel,PGR|CYP2E1|AR|ESR1|SRD5A1
first,dephostatin,PTPN1|PTPN6
first,lylamine,CNR1
first,fluticasone,NR3C1|PGR
first,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
first,lerisetron,HTR3A
first,ibrutinib,BTK|BLK|BMX
first,ibutamoren,GH1|GHR|GHSR
first,dantrolene,RYR1|RYR3
first,semagacestat,PSEN1
first,pyrvinium-pamoate,AR
first,calcipotriol,VDR
first,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
first,telcagepant,CALCRL|RAMP1|CALCA
first,cyclopamine,SMO
first,clopidogrel,P2RY12|CYP2B6|CYP2C19|CYP3A5
first,fluoxetine,SLC6A4|CYP2C19|ANO1|HTR2B
first,torin-1,MTOR|PIK3CA
first,tocainide,SCN5A
first,fingolimod,S1PR1|S1PR5|S1PR3|S1PR4|CYP2E1|CYP4F2|SPHK1
first,cyclopamine,SMO
first,vanoxerine,SLC6A3|MAOA|MAOB
first,idarubicin,TOP2A
first,genz-644282,TOP1
first,cerulenin,FASN
first,dapivirine,CYP3A5|CYP2B6|CYP2C19|CYP2C8|CYP3A4
first,olaparib,PARP1|PARP2|PARP3
first,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
first,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
first,hydrocortisone-acetate,NR3C1|NR3C2
first,voxtalisib,MTOR|PIK3CA
first,daunorubicin,TOP2A|TOP2B
first,purmorphamine,SMO|DHH|IHH|PTCH1
first,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
first,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
first,hydrocortisone-hemisuccinate,NR3C1
first,triptolide,CYP2C19|RELA
first,azilsartan-medoxomil,AGTR2|INS|AGTR1
first,digitoxigenin,ATP1A1
first,dinoprostone,PTGER2|PTGER1|PTGER3|PTGER4|CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGDR2|PTGFR|TBXA2R
first,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
first,lacosamide,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A
first,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
first,sonidegib,SMO
first,idarubicin,TOP2A
first,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
first,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
first,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
first,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
first,mepivacaine,SCN9A|SCN10A
first,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
first,altrenogest,PGR
first,digitoxin,ATP1A1
first,cinobufagin,ATP1A1
first,withaferin-a,IKBKB|NAMPT
first,bisbenzimide,TOP1
first,flupentixol,DRD2|DRD1|ADRA1A|CHRM1|DRD3|DRD5|HTR2A
first,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
first,skatole,CYP2F1
first,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
first,dexketoprofen,PTGS2|PTGS1
first,tolmetin,PTGS2|PTGS1
first,pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2
first,importazole,KPNB1
first,birinapant,BIRC2|XIAP|BIRC3
first,digitoxigenin,ATP1A1
first,cinobufagin,ATP1A1
first,bufalin,ATP1A1
first,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
first,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
first,gemcitabine,RRM1|CMPK1|RRM2|TYMS
first,arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4
first,proscillaridin,ATP1A1
first,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
first,orphenadrine,CYP2B6|GRIN1|GRIN2D|GRIN3A|GRIN3B|HRH1|SCN10A|SLC6A2
first,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
first,methylene-blue,ACHE|MAPT
first,tacedinaline,HDAC1
first,cerivastatin,HMGCR
first,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
first,mozavaptan,AVPR2|AVPR1A|AVPR1B
first,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
first,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
first,nutlin-3,MDM2|TP53
first,sonidegib,SMO
first,strophanthidin,ATP1A1
first,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
first,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
first,hesperidin,CACNA1B
first,curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
first,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
first,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
first,everolimus,MTOR|CYP3A5|FKBP1A
first,lomerizine,ABCB1|CACNA1B|SCN5A
first,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
first,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
first,kifunensine,MAN1B1|MAN2A1
first,danazol,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR
first,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
first,calmidazolium,ATP2B1|PDE1A
first,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
first,withaferin-a,IKBKB|NAMPT
first,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
first,lonafarnib,FNTA|HRAS|KRAS|NRAS
second,importazole,KPNB1
second,bisindolylmaleimide-ix,SIRT1|LRRK2|SIRT2|AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1
second,flecainide,SCN5A|KCNA5|KCNA7|SCN4A
second,biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6
second,salermide,SIRT1|SIRT2
second,niclosamide,STAT3
second,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
second,importazole,KPNB1
second,dexketoprofen,PTGS2|PTGS1
second,adarotene,RARG|RARA|RARB
second,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
second,orphenadrine,CYP2B6|GRIN1|GRIN2D|GRIN3A|GRIN3B|HRH1|SCN10A|SLC6A2
second,brinzolamide,CA2|CA7|CA1|CYP2B6|CYP2C8|CA12|CA14|CA4|CA5A
second,ryuvidine,CDK4|CDK2
second,ryuvidine,CDK4|CDK2
second,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
second,afatinib,EGFR|ERBB2|ERBB4
second,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
second,halcinonide,NR3C1
second,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
second,ipsapirone,HTR1A
second,digitoxigenin,ATP1A1
second,idarubicin,TOP2A
second,lonidamine,GCK
second,sonidegib,SMO
second,penfluridol,DRD1|DRD2|CACNA1G
second,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
second,calmidazolium,ATP2B1|PDE1A
second,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
second,ryuvidine,CDK4|CDK2
second,lylamine,CNR1
second,ryuvidine,CDK4|CDK2
second,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
second,ryuvidine,CDK4|CDK2
second,pheniramine,HRH1
second,hesperidin,CACNA1B
second,bufalin,ATP1A1
second,bufalin,ATP1A1
second,curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
second,ryuvidine,CDK4|CDK2
second,withaferin-a,IKBKB|NAMPT
second,withaferin-a,IKBKB|NAMPT
second,withaferin-a,IKBKB|NAMPT
second,mitoxantrone,TOP2A|PIM1
second,everolimus,MTOR|CYP3A5|FKBP1A
second,mycophenolate-mofetil,IMPDH1|IMPDH2|HCAR2
second,idarubicin,TOP2A
second,vindesine,TUBB|TUBB1
second,withaferin-a,IKBKB|NAMPT
second,mitoxantrone,TOP2A|PIM1
second,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
second,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
second,sonidegib,SMO
second,canertinib,EGFR|ERBB2|ERBB4|AKT1
second,fenbendazole,CYP2C19|CYP2D6|CYP2J2|CYP3A4|TUBB
second,calcitriol,VDR|CYP3A5
second,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
second,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
second,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
second,perhexiline,CPT1A|CPT2
second,epirubicin,TOP2A|CHD1
second,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
second,valrubicin,TOP2A
second,phentolamine,ADRA1A|ADRA2A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
second,levcromakalim,KCNJ8
second,mepivacaine,SCN9A|SCN10A
second,arglabin,FNTA|NFKB1
second,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
second,ingenol-mebutate,PRKCD|PRKCA|PRKCB|PRKCE|PRKCG
second,salermide,SIRT1|SIRT2
second,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
second,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
second,blonanserin,DRD2|HTR2A
second,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
second,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
second,triptolide,CYP2C19|RELA
second,rosuvastatin,HMGCR
second,propranolol,ADRB2|ADRB3
second,perampanel,GRIA1|CYP3A5|GRIA2|GRIA3|GRIA4
second,tubastatin-a,HDAC6
second,narciclasine,RHOA
second,medrysone,NR3C1
second,promazine,CHRM5|DRD2|ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|DRD1|DRD3|DRD4|HRH1|HTR2A|HTR2C
second,iodophenpropit,HRH3|HRH4|GRIN2B
second,apigenin,CYP1A2|MAOA|ODC1|XDH|AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1
second,tioconazole,CYP51A1
second,anguidine,SLC5A1
second,cerulenin,FASN
second,tamoxifen,ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI
second,lylamine,CNR1
second,importazole,KPNB1
second,withaferin-a,IKBKB|NAMPT
second,importazole,KPNB1
second,calmidazolium,ATP2B1|PDE1A
second,bisindolylmaleimide-ix,SIRT1|LRRK2|SIRT2|AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1
second,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
second,withaferin-a,IKBKB|NAMPT
second,adarotene,RARG|RARA|RARB
second,ryuvidine,CDK4|CDK2
second,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
second,biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6
second,idarubicin,TOP2A
second,propranolol,ADRB2|ADRB3
second,withaferin-a,IKBKB|NAMPT
second,ipsapirone,HTR1A
second,canertinib,EGFR|ERBB2|ERBB4|AKT1
second,ryuvidine,CDK4|CDK2
second,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
second,ingenol-mebutate,PRKCD|PRKCA|PRKCB|PRKCE|PRKCG
second,orphenadrine,CYP2B6|GRIN1|GRIN2D|GRIN3A|GRIN3B|HRH1|SCN10A|SLC6A2
second,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
second,flecainide,SCN5A|KCNA5|KCNA7|SCN4A
second,brinzolamide,CA2|CA7|CA1|CYP2B6|CYP2C8|CA12|CA14|CA4|CA5A
second,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
second,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
second,penfluridol,DRD1|DRD2|CACNA1G
second,sonidegib,SMO
second,withaferin-a,IKBKB|NAMPT
second,salermide,SIRT1|SIRT2
second,ryuvidine,CDK4|CDK2
second,idarubicin,TOP2A
second,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
second,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
second,mepivacaine,SCN9A|SCN10A
second,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
second,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
second,bufalin,ATP1A1
second,bufalin,ATP1A1
second,ryuvidine,CDK4|CDK2
second,perampanel,GRIA1|CYP3A5|GRIA2|GRIA3|GRIA4
second,ryuvidine,CDK4|CDK2
second,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
second,mitoxantrone,TOP2A|PIM1
second,fenbendazole,CYP2C19|CYP2D6|CYP2J2|CYP3A4|TUBB
second,everolimus,MTOR|CYP3A5|FKBP1A
second,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
second,curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
second,halcinonide,NR3C1
second,mitoxantrone,TOP2A|PIM1
second,iodophenpropit,HRH3|HRH4|GRIN2B
second,digitoxigenin,ATP1A1
second,salermide,SIRT1|SIRT2
second,niclosamide,STAT3
second,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
second,apigenin,CYP1A2|MAOA|ODC1|XDH|AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1
second,ryuvidine,CDK4|CDK2
second,hesperidin,CACNA1B
second,promazine,CHRM5|DRD2|ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|DRD1|DRD3|DRD4|HRH1|HTR2A|HTR2C
second,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
second,mycophenolate-mofetil,IMPDH1|IMPDH2|HCAR2
second,vindesine,TUBB|TUBB1
second,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
second,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
second,sonidegib,SMO
second,dexketoprofen,PTGS2|PTGS1
second,calcitriol,VDR|CYP3A5
second,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
second,tubastatin-a,HDAC6
second,perhexiline,CPT1A|CPT2
second,medrysone,NR3C1
second,epirubicin,TOP2A|CHD1
second,rosuvastatin,HMGCR
second,valrubicin,TOP2A
second,phentolamine,ADRA1A|ADRA2A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
second,triptolide,CYP2C19|RELA
second,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
second,narciclasine,RHOA
second,cerulenin,FASN
second,anguidine,SLC5A1
second,tioconazole,CYP51A1
second,tamoxifen,ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI
second,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
second,pheniramine,HRH1
second,afatinib,EGFR|ERBB2|ERBB4
second,blonanserin,DRD2|HTR2A
second,arglabin,FNTA|NFKB1
second,levcromakalim,KCNJ8
second,lonidamine,GCK
second,cerulenin,FASN
second,rosuvastatin,HMGCR
second,afatinib,EGFR|ERBB2|ERBB4
second,tubastatin-a,HDAC6
